"TIME","SAIDA","Entrada"
0,3.08149e-033,2.5
0.0001471264368,3.08149e-033,2.56259
0.0002942528736,3.08149e-033,2.62495
0.0005885057471,3.08149e-033,2.74801
0.001048275862,3.08149e-033,2.93216
0.001508045977,3.08149e-033,3.1005
0.001967816092,3.08149e-033,3.24691
0.002427586207,3.08149e-033,3.36613
0.002887356322,3.08149e-033,3.45393
0.003347126437,3.08149e-033,3.50732
0.003806896552,3.08149e-033,3.5246
0.004266666667,3.08149e-033,3.50547
0.004726436782,3.08149e-033,3.45101
0.005186206897,3.08149e-033,3.36365
0.005645977011,3.08149e-033,3.24703
0.006105747126,3.08149e-033,3.10591
0.006565517241,3.08149e-033,2.94593
0.007025287356,3.08149e-033,2.7734
0.007485057471,3.08149e-033,2.59505
0.007944827586,3.08149e-033,2.41778
0.008102990918,3.08149e-033,2.35828
0.008419317582,3.08149e-033,2.24313
0.008879087697,3.08149e-033,2.08852
0.009338857811,3.08149e-033,1.95412
0.009798627926,3.08149e-033,1.84486
0.01025839804,3.08149e-033,1.76463
0.01071816816,3.08149e-033,1.71617
0.01117793827,3.08149e-033,1.70098
0.01163770839,3.08149e-033,1.71923
0.0120974785,3.08149e-033,1.76984
0.01255724862,3.08149e-033,1.85051
0.01301701873,3.08149e-033,1.95782
0.01347678885,3.08149e-033,2.08738
0.01393655896,3.08149e-033,2.23404
0.01439632908,3.08149e-033,2.39211
0.01515958214,3.08149e-033,2.66342
0.01561935226,3.08149e-033,2.82238
0.01607912237,3.08149e-033,2.97093
0.01653889249,3.08149e-033,3.1039
0.0169986626,3.08149e-033,3.21684
0.01745843272,3.08149e-033,3.30618
0.01791820283,3.08149e-033,3.36936
0.01837797295,3.08149e-033,3.40489
0.01883774306,3.08149e-033,3.41241
0.01929751318,3.08149e-033,3.39265
0.01975728329,3.08149e-033,3.34739
0.02021705341,3.08149e-033,3.27934
0.02067682352,3.08149e-033,3.19203
0.02113659364,3.08149e-033,3.08962
0.02159636375,3.08149e-033,2.97673
0.02205613387,3.08149e-033,2.85822
0.02251590398,3.08149e-033,2.73902
0.0229756741,3.08149e-033,2.62389
0.02343544421,3.08149e-033,2.51725
0.02389521433,3.08149e-033,2.423
0.02435498444,3.08149e-033,2.34439
0.02451685268,3.08149e-033,2.32093
0.02484058915,3.08149e-033,2.28108
0.02530035927,3.08149e-033,2.24149
0.02576012938,3.08149e-033,2.22244
0.0262198995,3.08149e-033,2.22376
0.02667966961,3.08149e-033,2.24445
0.02713943973,3.08149e-033,2.28276
0.02759920984,3.08149e-033,2.33629
0.02805897996,3.08149e-033,2.40211
0.02851875007,3.08149e-033,2.47694
0.02865074845,3.08149e-033,2.49959
0.02891474522,3.08149e-033,2.54593
0.02937451534,3.08149e-033,2.62819
0.02983428545,3.08149e-033,2.70946
0.03029405557,3.08149e-033,2.78656
0.03075382568,3.08149e-033,2.85667
0.0312135958,3.08149e-033,2.91746
0.03167336591,3.08149e-033,2.9672
0.03213313603,3.08149e-033,3.00475
0.03259290614,3.08149e-033,3.02967
0.03305267626,3.08149e-033,3.04211
0.03351244637,3.08149e-033,3.04287
0.03397221649,3.08149e-033,3.03325
0.0344319866,3.08149e-033,3.01499
0.03489175672,3.08149e-033,2.99018
0.03535152683,3.08149e-033,2.96108
0.03627106706,3.08149e-033,2.89939
0.03673083718,3.08149e-033,2.87119
0.03719060729,3.08149e-033,2.84728
0.03765037741,3.08149e-033,2.82908
0.03811014752,3.08149e-033,2.81757
0.03856991764,3.08149e-033,2.81323
0.03902968775,3.08149e-033,2.81601
0.03948945787,3.08149e-033,2.82538
0.03994922798,3.08149e-033,2.84034
0.0404089981,3.08149e-033,2.85948
0.04132853833,3.08149e-033,2.90329
0.04178830844,3.08149e-033,2.92406
0.04224807856,3.08149e-033,2.94144
0.04270784867,3.08149e-033,2.95363
0.04316761879,3.08149e-033,2.95908
0.0436273889,3.08149e-033,2.95665
0.04408715902,3.08149e-033,2.94562
0.04454692913,3.08149e-033,2.92579
0.04500669925,3.08149e-033,2.89752
0.04546646936,3.08149e-033,2.8617
0.04592623947,3.08149e-033,2.81976
0.04638600959,3.08149e-033,2.77359
0.0468457797,3.08149e-033,2.72548
0.04730554982,3.08149e-033,2.678
0.04776531993,3.08149e-033,2.63387
0.04822509005,3.08149e-033,2.59586
0.04868486016,3.08149e-033,2.56662
0.04914463028,3.08149e-033,2.54851
0.04960440039,3.08149e-033,2.54355
0.05006417051,3.08149e-033,2.55322
0.05052394062,3.08149e-033,2.5784
0.05098371074,3.08149e-033,2.61926
0.05144348085,3.08149e-033,2.67529
0.05190325097,3.08149e-033,2.74521
0.05236302108,3.08149e-033,2.82702
0.0528227912,3.08149e-033,2.91808
0.05328256131,3.08149e-033,3.01518
0.05374233143,3.08149e-033,3.11466
0.05420210154,3.08149e-033,3.21257
0.05466187166,3.08149e-033,3.30481
0.05512164177,3.08149e-033,3.38734
0.05558141189,3.08149e-033,3.45631
0.056041182,3.08149e-033,3.5083
0.05650095212,3.08149e-033,3.54043
0.05696072223,3.08149e-033,3.55056
0.05742049235,3.08149e-033,3.53734
0.05788026246,3.08149e-033,3.50036
0.05834003258,3.08149e-033,3.44019
0.05879980269,3.08149e-033,3.35834
0.05925957281,3.08149e-033,3.25731
0.05971934292,3.08149e-033,3.14043
0.06017911304,3.08149e-033,3.01182
0.06063888315,3.08149e-033,2.87622
0.06109865327,3.08149e-033,2.73877
0.06155842338,3.08149e-033,2.60488
0.0620181935,3.08149e-033,2.47997
0.06247796361,3.08149e-033,2.36926
0.06264670616,3.08149e-033,2.33316
0.06298419124,3.08149e-033,2.2695
0.06344396136,3.08149e-033,2.2035
0.06390373147,3.08149e-033,2.16432
0.06436350159,3.08149e-033,2.15425
0.0648232717,3.08149e-033,2.17448
0.0651171875,3.08149e-033,2.20337
0.0651182105,3.08149e-033,2.20347
0.0651192345,3.08149e-033,2.2036
0.0651212825,3.08149e-033,2.20384
0.0651499545,3.08149e-033,2.20733
0.0652482585,3.08149e-033,2.22017
0.0653793305,3.08149e-033,2.23938
0.0656414745,3.08149e-033,2.28479
0.06610124461,3.08149e-033,2.38567
0.06652143324,3.08149e-033,2.49915
0.06698120335,3.08149e-033,2.64271
0.06744097347,3.08149e-033,2.80163
0.06790074358,3.08149e-033,2.97019
0.0683605137,3.08149e-033,3.14218
0.06882028381,3.08149e-033,3.31115
0.06928005393,3.08149e-033,3.47065
0.06973982404,3.08149e-033,3.61451
0.07019959416,3.08149e-033,3.73706
0.07065936427,3.08149e-033,3.83337
0.07111913439,3.08149e-033,3.89945
0.0715789045,3.08149e-033,3.93243
0.07203867462,3.08149e-033,3.93069
0.07249844473,3.08149e-033,3.89392
0.07295821485,3.08149e-033,3.82314
0.07341798496,3.08149e-033,3.72072
0.07387775508,3.08149e-033,3.59024
0.07433752519,3.08149e-033,3.4364
0.07479729531,3.08149e-033,3.26483
0.07525706542,3.08149e-033,3.0819
0.07571683554,3.08149e-033,2.89443
0.07617660565,3.08149e-033,2.70948
0.07663637577,3.08149e-033,2.53404
0.07709614588,3.08149e-033,2.37478
0.07721661314,3.08149e-033,2.33651
0.07745754766,3.08149e-033,2.26495
0.07791731778,3.08149e-033,2.14917
0.07837708789,3.08149e-033,2.06431
0.07883685801,3.08149e-033,2.01365
0.07929662812,3.08149e-033,1.99916
0.07975639824,3.08149e-033,2.02146
0.08021616835,3.08149e-033,2.07973
0.08067593847,3.08149e-033,2.17181
0.08113570858,3.08149e-033,2.29424
0.0815954787,3.08149e-033,2.44239
0.08175287651,3.08149e-033,2.49804
0.08206767213,3.08149e-033,2.61545
0.08252744224,3.08149e-033,2.7978
0.08344698247,3.08149e-033,3.17564
0.08390675259,3.08149e-033,3.35696
0.0843665227,3.08149e-033,3.52412
0.08482629282,3.08149e-033,3.67093
0.08528606293,3.08149e-033,3.79204
0.08574583305,3.08149e-033,3.88309
0.08620560316,3.08149e-033,3.94091
0.08666537328,3.08149e-033,3.9636
0.08712514339,3.08149e-033,3.95063
0.08758491351,3.08149e-033,3.90282
0.08804468362,3.08149e-033,3.82231
0.08850445374,3.08149e-033,3.71246
0.08896422385,3.08149e-033,3.57771
0.08942399397,3.08149e-033,3.42341
0.08988376408,3.08149e-033,3.25555
0.09080330431,3.08149e-033,2.90519
0.09126307443,3.08149e-033,2.73586
0.09172284454,3.08149e-033,2.57884
0.09218261466,3.08149e-033,2.43977
0.09264238477,3.08149e-033,2.32351
0.09269648773,3.08149e-033,2.31152
0.09280469365,3.08149e-033,2.28868
0.09302110549,3.08149e-033,2.24768
0.09345392917,3.08149e-033,2.18532
0.09391369928,3.08149e-033,2.14908
0.0943734694,3.08149e-033,2.14441
0.09483323951,3.08149e-033,2.17078
0.09529300963,3.08149e-033,2.22645
0.09575277974,3.08149e-033,2.30861
0.09621254986,3.08149e-033,2.41349
0.09653580614,3.08149e-033,2.4984
0.09699557626,3.08149e-033,2.63115
0.09745534637,3.08149e-033,2.77304
0.09791511649,3.08149e-033,2.91842
0.0983748866,3.08149e-033,3.06165
0.09883465672,3.08149e-033,3.19733
0.09929442683,3.08149e-033,3.3205
0.09975419695,3.08149e-033,3.42684
0.1002139671,3.08149e-033,3.51282
0.1006737372,3.08149e-033,3.5758
0.1011335073,3.08149e-033,3.61415
0.1015932774,3.08149e-033,3.62725
0.1020530475,3.08149e-033,3.61551
0.1025128176,3.08149e-033,3.58028
0.1029725878,3.08149e-033,3.52382
0.1034323579,3.08149e-033,3.44913
0.103892128,3.08149e-033,3.35984
0.1043518981,3.08149e-033,3.26
0.1048116682,3.08149e-033,3.15392
0.1052714383,3.08149e-033,3.04598
0.1057312084,3.08149e-033,2.94043
0.1061909786,3.08149e-033,2.84124
0.1066507487,3.08149e-033,2.75192
0.1071105188,3.08149e-033,2.67541
0.1075702889,3.08149e-033,2.61394
0.108030059,3.08149e-033,2.56902
0.1084898291,3.08149e-033,2.54136
0.1089495992,3.08149e-033,2.5309
0.1094093694,3.08149e-033,2.53682
0.1098691395,3.08149e-033,2.55766
0.1099834375,3.08149e-033,2.56495
0.1099859875,0.000127244,2.56512
0.1099914375,0.000399185,2.56546
0.1100118666,0.000399104,2.56685
0.110073184,0.000398861,2.57117
0.1101549405,0.000398537,2.57725
0.1103184535,0.000397889,2.59047
0.1106454795,0.000396594,2.62076
0.1111052496,0.000394772,2.67034
0.1115650198,0.000392969,2.72542
0.1120234375,0.000391171,2.78285
0.1120314375,0.000790325,2.78385
0.1120518666,0.000790164,2.78642
0.1123584536,0.000787759,2.8247
0.1126854796,0.000785194,2.86432
0.1131452497,0.000781587,2.91622
0.1136050199,0.000778017,2.96171
0.1140634375,0.000774457,2.99894
0.1140714375,0.00117358,2.99959
0.1140918667,0.00117334,3.00103
0.1142349406,0.00117167,3.01065
0.1143984536,0.00116977,3.02049
0.1147254797,0.00116596,3.03646
0.1151852498,0.00116061,3.05039
0.11564502,0.0011553,3.05463
0.1161034375,0.00115002,3.0499
0.1161114375,0.00154911,3.04981
0.1161318667,0.0015488,3.04941
0.1162749406,0.0015466,3.04618
0.1164384537,0.00154408,3.04163
0.1167654798,0.00153905,3.03013
0.1172252499,0.00153199,3.00958
0.1176850201,0.00152499,2.98571
0.1181434375,0.00151801,2.96065
0.1181514375,0.00191707,2.96022
0.1181718667,0.00191668,2.95911
0.1184784537,0.00191085,2.94272
0.1188054799,0.00190463,2.92634
0.11926525,0.00189588,2.9064
0.1197250201,0.00188722,2.89139
0.1201834375,0.00187858,2.88251
0.1201914375,0.00227762,2.88236
0.1202118667,0.00227716,2.88212
0.1203549406,0.00227392,2.88081
0.1205184538,0.00227023,2.88012
0.12084548,0.00226283,2.88138
0.1213052501,0.00225244,2.88894
0.1217650202,0.00224215,2.90272
