"TIME","SAIDA","STEP"
19.38863873,0.852442,1
19.390017,0.852425,1
19.3900218,0.852425,1
19.39002532,0.852425,1
19.3900349,0.852424,1
19.39133279,0.852409,1
19.39205676,0.8524,1
19.39206469,0.852399,1
19.39206484,0.852399,1
19.39208512,0.852399,1
19.39239171,0.852395,1
19.39409684,0.852374,1
19.39409924,0.852374,1
19.394105,0.852374,1
19.39410979,0.852374,1
19.39475873,0.852367,1
19.39613672,0.852349,1
19.3961418,0.852349,1
19.39614476,0.852349,1
19.3961549,0.852349,1
19.39630819,0.852347,1
19.39817676,0.852324,1
19.39817796,0.852324,1
19.39818484,0.852324,1
19.39818723,0.852324,1
19.39851171,0.85232,1
19.4002167,0.852299,1
19.40021924,0.852299,1
19.40022472,0.852299,1
19.40022979,0.852299,1
19.40030643,0.852298,1
19.40225672,0.852274,1
19.40225732,0.852274,1
19.40226476,0.852274,1
19.40226595,0.852274,1
19.40242819,0.852272,1
19.40429669,0.852249,1
19.40429796,0.852249,1
19.4043047,0.852249,1
19.40430723,0.852249,1
19.40434556,0.852248,1
19.4063367,0.852224,1
19.406337,0.852224,1
19.40634472,0.852224,1
19.40634532,0.852224,1
19.40642643,0.852223,1
19.40765279,0.852208,1
19.40837732,0.852199,1
19.40838469,0.852199,1
19.40838595,0.852199,1
19.40840512,0.852198,1
19.41041669,0.852174,1
19.41041684,0.852174,1
19.4104247,0.852174,1
19.410425,0.852174,1
19.41046556,0.852173,1
19.41107873,0.852166,1
19.412457,0.852149,1
19.4124618,0.852149,1
19.41246532,0.852148,1
19.4124749,0.852148,1
19.41377279,0.852133,1
19.41449676,0.852124,1
19.41450469,0.852123,1
19.41450484,0.852123,1
19.41452512,0.852123,1
19.41483171,0.852119,1
19.41653684,0.852098,1
19.41653924,0.852098,1
19.416545,0.852098,1
19.41654979,0.852098,1
19.41719873,0.852091,1
19.41857672,0.852073,1
19.4185818,0.852073,1
19.41858476,0.852073,1
19.4185949,0.852073,1
19.41874819,0.852071,1
19.42061676,0.852048,1
19.42061796,0.852048,1
19.42062484,0.852048,1
19.42062723,0.852048,1
19.42095171,0.852044,1
19.4226567,0.852023,1
19.42265924,0.852023,1
19.42266472,0.852023,1
19.42266979,0.852023,1
19.42274643,0.852022,1
19.42469672,0.851998,1
19.42469732,0.851998,1
19.42470476,0.851998,1
19.42470595,0.851998,1
19.42486819,0.851996,1
19.42673669,0.851973,1
19.42673796,0.851973,1
19.4267447,0.851973,1
19.42674723,0.851973,1
19.42678556,0.851973,1
19.4287767,0.851948,1
19.428777,0.851948,1
19.42878472,0.851948,1
19.42878532,0.851948,1
19.42886643,0.851947,1
19.43009279,0.851932,1
19.43081732,0.851923,1
19.43082469,0.851923,1
19.43082595,0.851923,1
19.43084512,0.851923,1
19.43285669,0.851898,1
19.43285684,0.851898,1
19.4328647,0.851898,1
19.432865,0.851898,1
19.43290556,0.851897,1
19.43351873,0.85189,1
19.434897,0.851873,1
19.4349018,0.851873,1
19.43490532,0.851873,1
19.4349149,0.851873,1
19.43621279,0.851857,1
19.43693676,0.851848,1
19.43694469,0.851848,1
19.43694484,0.851848,1
19.43696512,0.851848,1
19.43727171,0.851844,1
19.43897684,0.851823,1
19.43897924,0.851823,1
19.438985,0.851823,1
19.43898979,0.851823,1
19.43963873,0.851815,1
19.44101672,0.851798,1
19.4410218,0.851798,1
19.44102476,0.851798,1
19.4410349,0.851798,1
19.44118819,0.851796,1
19.44305676,0.851773,1
19.44305796,0.851773,1
19.44306484,0.851773,1
19.44306723,0.851773,1
19.44339171,0.851769,1
19.4450967,0.851748,1
19.44509924,0.851748,1
19.44510472,0.851748,1
19.44510979,0.851748,1
19.44518643,0.851747,1
19.44713672,0.851723,1
19.44713732,0.851723,1
19.44714476,0.851723,1
19.44714595,0.851723,1
19.44730819,0.851721,1
19.44917669,0.851698,1
19.44917796,0.851698,1
19.4491847,0.851698,1
19.44918723,0.851698,1
19.44922556,0.851697,1
19.4512167,0.851673,1
19.451217,0.851673,1
19.45122472,0.851673,1
19.45122532,0.851673,1
19.45130643,0.851672,1
19.45253279,0.851657,1
19.45325732,0.851648,1
19.45326469,0.851648,1
19.45326595,0.851648,1
19.45328512,0.851647,1
19.45529669,0.851623,1
19.45529684,0.851623,1
19.4553047,0.851623,1
19.455305,0.851623,1
19.45534556,0.851622,1
19.45595873,0.851615,1
19.457337,0.851598,1
19.4573418,0.851598,1
19.45734532,0.851598,1
19.4573549,0.851598,1
19.45865279,0.851582,1
19.45937676,0.851573,1
19.45938469,0.851573,1
19.45938484,0.851573,1
19.45940512,0.851573,1
19.45971171,0.851569,1
19.46141684,0.851548,1
19.46141924,0.851548,1
19.461425,0.851548,1
19.46142979,0.851548,1
19.46207873,0.85154,1
19.46345672,0.851523,1
19.4634618,0.851523,1
19.46346476,0.851523,1
19.4634749,0.851523,1
19.46362819,0.851521,1
19.46549676,0.851498,1
19.46549796,0.851498,1
19.46550484,0.851498,1
19.46550723,0.851498,1
19.46583171,0.851494,1
19.4675367,0.851473,1
19.46753924,0.851473,1
19.46754472,0.851473,1
19.46754979,0.851473,1
19.46762643,0.851472,1
19.46957672,0.851448,1
19.46957732,0.851448,1
19.46958476,0.851448,1
19.46958595,0.851448,1
19.46974819,0.851446,1
19.47161669,0.851423,1
19.47161796,0.851423,1
19.4716247,0.851423,1
19.47162723,0.851423,1
19.47166556,0.851422,1
19.4736567,0.851398,1
19.473657,0.851398,1
19.47366472,0.851398,1
19.47366532,0.851398,1
19.47374643,0.851397,1
19.47497279,0.851382,1
19.47569732,0.851373,1
19.47570469,0.851373,1
19.47570595,0.851373,1
19.47572512,0.851373,1
19.47773669,0.851348,1
19.47773684,0.851348,1
19.4777447,0.851348,1
19.477745,0.851348,1
19.47778556,0.851348,1
19.47839873,0.85134,1
19.479777,0.851323,1
19.4797818,0.851323,1
19.47978532,0.851323,1
19.4797949,0.851323,1
19.48109279,0.851307,1
19.48181676,0.851298,1
19.48182469,0.851298,1
19.48182484,0.851298,1
19.48184512,0.851298,1
19.48215171,0.851294,1
19.48385684,0.851273,1
19.48385924,0.851273,1
19.483865,0.851273,1
19.48386979,0.851273,1
19.48451873,0.851265,1
19.48589672,0.851248,1
19.4859018,0.851248,1
19.48590476,0.851248,1
19.4859149,0.851248,1
19.48606819,0.851246,1
19.48793676,0.851223,1
19.48793796,0.851223,1
19.48794484,0.851223,1
19.48794723,0.851223,1
19.48827171,0.851219,1
19.4899767,0.851198,1
19.48997924,0.851198,1
19.48998472,0.851198,1
19.48998979,0.851198,1
19.49006643,0.851197,1
19.49201672,0.851174,1
19.49201732,0.851174,1
19.49202476,0.851173,1
19.49202595,0.851173,1
19.49218819,0.851171,1
19.49405669,0.851149,1
19.49405796,0.851149,1
19.4940647,0.851148,1
19.49406723,0.851148,1
19.49410556,0.851148,1
19.4960967,0.851124,1
19.496097,0.851124,1
19.49610472,0.851124,1
19.49610532,0.851124,1
19.49618643,0.851123,1
19.49741279,0.851108,1
19.49813732,0.851099,1
19.49814469,0.851099,1
19.49814595,0.851099,1
19.49816512,0.851098,1
19.50017669,0.851074,1
19.50017684,0.851074,1
19.5001847,0.851074,1
19.500185,0.851074,1
19.50022556,0.851073,1
19.50083873,0.851066,1
19.502217,0.851049,1
19.5022218,0.851049,1
19.50222532,0.851049,1
19.5022349,0.851049,1
19.50353279,0.851033,1
19.50425676,0.851024,1
19.50426469,0.851024,1
19.50426484,0.851024,1
19.50428512,0.851024,1
19.50459171,0.85102,1
19.50629684,0.850999,1
19.50629924,0.850999,1
19.506305,0.850999,1
19.50630979,0.850999,1
19.50695873,0.850991,1
19.50833672,0.850974,1
19.5083418,0.850974,1
19.50834476,0.850974,1
19.5083549,0.850974,1
19.50850819,0.850972,1
19.51037676,0.850949,1
19.51037796,0.850949,1
19.51038484,0.850949,1
19.51038723,0.850949,1
19.51071171,0.850945,1
19.5124167,0.850924,1
19.51241924,0.850924,1
19.51242472,0.850924,1
19.51242979,0.850924,1
19.51250643,0.850923,1
19.51445672,0.8509,1
19.51445732,0.8509,1
19.51446476,0.850899,1
19.51446595,0.850899,1
19.51462819,0.850898,1
19.51649669,0.850875,1
19.51649796,0.850875,1
19.5165047,0.850875,1
19.51650723,0.850875,1
19.51654556,0.850874,1
19.5185367,0.85085,1
19.518537,0.85085,1
19.51854472,0.85085,1
19.51854532,0.85085,1
19.51862643,0.850849,1
19.51985279,0.850834,1
19.52057732,0.850825,1
19.52058469,0.850825,1
19.52058595,0.850825,1
19.52060512,0.850825,1
19.52261669,0.8508,1
19.52261684,0.8508,1
19.5226247,0.8508,1
19.522625,0.8508,1
19.52266556,0.850799,1
19.52327873,0.850792,1
19.524657,0.850775,1
19.5246618,0.850775,1
19.52466532,0.850775,1
19.5246749,0.850775,1
19.52597279,0.850759,1
19.52669676,0.85075,1
19.52670469,0.85075,1
19.52670484,0.85075,1
19.52672512,0.85075,1
19.52703171,0.850746,1
19.52873684,0.850725,1
19.52873924,0.850725,1
19.528745,0.850725,1
19.52874979,0.850725,1
19.52939873,0.850718,1
19.53077672,0.850701,1
19.5307818,0.8507,1
19.53078476,0.8507,1
19.5307949,0.8507,1
19.53094819,0.850698,1
19.53281676,0.850676,1
19.53281796,0.850676,1
19.53282484,0.850676,1
19.53282723,0.850676,1
19.53315171,0.850672,1
19.5348567,0.850651,1
19.53485924,0.850651,1
19.53486472,0.850651,1
19.53486979,0.850651,1
19.53494643,0.85065,1
19.53689672,0.850626,1
19.53689732,0.850626,1
19.53690476,0.850626,1
19.53690595,0.850626,1
19.53706819,0.850624,1
19.53893669,0.850601,1
19.53893796,0.850601,1
19.5389447,0.850601,1
19.53894723,0.850601,1
19.53898556,0.850601,1
19.5409767,0.850576,1
19.540977,0.850576,1
19.54098472,0.850576,1
19.54098532,0.850576,1
19.54106643,0.850575,1
19.54229279,0.85056,1
19.54301732,0.850551,1
19.54302469,0.850551,1
19.54302595,0.850551,1
19.54304512,0.850551,1
19.54505669,0.850527,1
19.54505684,0.850527,1
19.5450647,0.850527,1
19.545065,0.850527,1
19.54510556,0.850526,1
19.54571873,0.850519,1
19.547097,0.850502,1
19.5471018,0.850502,1
19.54710532,0.850502,1
19.5471149,0.850502,1
19.54841279,0.850486,1
19.54913676,0.850477,1
19.54914469,0.850477,1
19.54914484,0.850477,1
19.54916512,0.850477,1
19.54947171,0.850473,1
19.55117684,0.850452,1
19.55117924,0.850452,1
19.551185,0.850452,1
19.55118979,0.850452,1
19.55183873,0.850444,1
19.55321672,0.850427,1
19.5532218,0.850427,1
19.55322476,0.850427,1
19.5532349,0.850427,1
19.55338819,0.850425,1
19.55525676,0.850403,1
19.55525796,0.850403,1
19.55526484,0.850402,1
19.55526723,0.850402,1
19.55559171,0.850399,1
19.5572967,0.850378,1
19.55729924,0.850378,1
19.55730472,0.850378,1
19.55730979,0.850378,1
19.55738643,0.850377,1
19.55933672,0.850353,1
19.55933732,0.850353,1
19.55934476,0.850353,1
19.55934595,0.850353,1
19.55950819,0.850351,1
19.56137669,0.850328,1
19.56137796,0.850328,1
19.5613847,0.850328,1
19.56138723,0.850328,1
19.56142556,0.850328,1
19.5634167,0.850303,1
19.563417,0.850303,1
19.56342472,0.850303,1
19.56342532,0.850303,1
19.56350643,0.850302,1
19.56473279,0.850287,1
19.56545732,0.850279,1
19.56546469,0.850278,1
19.56546595,0.850278,1
19.56548512,0.850278,1
19.56749669,0.850254,1
19.56749684,0.850254,1
19.5675047,0.850254,1
19.567505,0.850254,1
19.56754556,0.850253,1
19.56815873,0.850246,1
19.569537,0.850229,1
19.5695418,0.850229,1
19.56954532,0.850229,1
19.5695549,0.850229,1
19.57085279,0.850213,1
19.57157676,0.850204,1
19.57158469,0.850204,1
19.57158484,0.850204,1
19.57160512,0.850204,1
19.57191171,0.8502,1
19.57361684,0.850179,1
19.57361924,0.850179,1
19.573625,0.850179,1
19.57362979,0.850179,1
19.57427873,0.850172,1
19.57565672,0.850155,1
19.5756618,0.850155,1
19.57566476,0.850155,1
19.5756749,0.850154,1
19.57582819,0.850153,1
19.57769676,0.85013,1
19.57769796,0.85013,1
19.57770484,0.85013,1
19.57770723,0.85013,1
19.57803171,0.850126,1
19.5797367,0.850105,1
19.57973924,0.850105,1
19.57974472,0.850105,1
19.57974979,0.850105,1
19.57982643,0.850104,1
19.58177672,0.85008,1
19.58177732,0.85008,1
19.58178476,0.85008,1
19.58178595,0.85008,1
19.58194819,0.850078,1
19.58381669,0.850056,1
19.58381796,0.850056,1
19.5838247,0.850055,1
19.58382723,0.850055,1
19.58386556,0.850055,1
19.5858567,0.850031,1
19.585857,0.850031,1
19.58586472,0.850031,1
19.58586532,0.850031,1
19.58594643,0.85003,1
19.58717279,0.850015,1
19.58789732,0.850006,1
19.58790469,0.850006,1
19.58790595,0.850006,1
19.58792512,0.850006,1
19.58993669,0.849981,1
19.58993684,0.849981,1
19.5899447,0.849981,1
19.589945,0.849981,1
19.58998556,0.849981,1
19.59059873,0.849973,1
19.591977,0.849957,1
19.5919818,0.849956,1
19.59198532,0.849956,1
19.5919949,0.849956,1
19.59329279,0.849941,1
19.59401676,0.849932,1
19.59402469,0.849932,1
19.59402484,0.849932,1
19.59404512,0.849931,1
19.59435171,0.849928,1
19.59605684,0.849907,1
19.59605924,0.849907,1
19.596065,0.849907,1
19.59606979,0.849907,1
19.59671873,0.849899,1
19.59809672,0.849882,1
19.5981018,0.849882,1
19.59810476,0.849882,1
19.5981149,0.849882,1
19.59826819,0.84988,1
19.60013676,0.849858,1
19.60013796,0.849858,1
19.60014484,0.849857,1
19.60014723,0.849857,1
19.60047171,0.849854,1
19.6021767,0.849833,1
19.60217924,0.849833,1
19.60218472,0.849833,1
19.60218979,0.849833,1
19.60226643,0.849832,1
19.60421672,0.849808,1
19.60421732,0.849808,1
19.60422476,0.849808,1
19.60422595,0.849808,1
19.60438819,0.849806,1
19.60625669,0.849783,1
19.60625796,0.849783,1
19.6062647,0.849783,1
19.60626723,0.849783,1
19.60630556,0.849783,1
19.6082967,0.849759,1
19.608297,0.849759,1
19.60830472,0.849759,1
19.60830532,0.849759,1
19.60838643,0.849758,1
19.60961279,0.849743,1
19.61033732,0.849734,1
19.61034469,0.849734,1
19.61034595,0.849734,1
19.61036512,0.849734,1
19.61237669,0.849709,1
19.61237684,0.849709,1
19.6123847,0.849709,1
19.612385,0.849709,1
19.61242556,0.849709,1
19.61303873,0.849701,1
19.614417,0.849685,1
19.6144218,0.849684,1
19.61442532,0.849684,1
19.6144349,0.849684,1
19.61573279,0.849669,1
19.61645676,0.84966,1
19.61646469,0.84966,1
19.61646484,0.84966,1
19.61648512,0.84966,1
19.61679171,0.849656,1
19.61849684,0.849635,1
19.61849924,0.849635,1
19.618505,0.849635,1
19.61850979,0.849635,1
19.61915873,0.849627,1
19.62053672,0.84961,1
19.6205418,0.84961,1
19.62054476,0.84961,1
19.6205549,0.84961,1
19.62070819,0.849608,1
19.62257676,0.849586,1
19.62257796,0.849586,1
19.62258484,0.849586,1
19.62258723,0.849586,1
19.62291171,0.849582,1
19.6246167,0.849561,1
19.62461924,0.849561,1
19.62462472,0.849561,1
19.62462979,0.849561,1
19.62470643,0.84956,1
19.62665672,0.849536,1
19.62665732,0.849536,1
19.62666476,0.849536,1
19.62666595,0.849536,1
19.62682819,0.849534,1
19.62869669,0.849512,1
19.62869796,0.849512,1
19.6287047,0.849512,1
19.62870723,0.849512,1
19.62874556,0.849511,1
19.6307367,0.849487,1
19.630737,0.849487,1
19.63074472,0.849487,1
19.63074532,0.849487,1
19.63082643,0.849486,1
19.63205279,0.849471,1
19.63277732,0.849462,1
19.63278469,0.849462,1
19.63278595,0.849462,1
19.63280512,0.849462,1
19.63481669,0.849438,1
19.63481684,0.849438,1
19.6348247,0.849438,1
19.634825,0.849438,1
19.63486556,0.849437,1
19.63547873,0.84943,1
19.636857,0.849413,1
19.6368618,0.849413,1
19.63686532,0.849413,1
19.6368749,0.849413,1
19.63817279,0.849397,1
19.63889676,0.849388,1
19.63890469,0.849388,1
19.63890484,0.849388,1
19.63892512,0.849388,1
19.63923171,0.849384,1
19.64093684,0.849364,1
19.64093924,0.849364,1
19.640945,0.849364,1
19.64094979,0.849364,1
19.64159873,0.849356,1
19.64297672,0.849339,1
19.6429818,0.849339,1
19.64298476,0.849339,1
19.6429949,0.849339,1
19.64314819,0.849337,1
19.64501676,0.849314,1
19.64501796,0.849314,1
19.64502484,0.849314,1
19.64502723,0.849314,1
19.64535171,0.849311,1
19.6470567,0.84929,1
19.64705924,0.84929,1
19.64706472,0.84929,1
19.64706979,0.84929,1
19.64714643,0.849289,1
19.64909672,0.849265,1
19.64909732,0.849265,1
19.64910476,0.849265,1
19.64910595,0.849265,1
19.64926819,0.849263,1
19.65113669,0.84924,1
19.65113796,0.84924,1
19.6511447,0.84924,1
19.65114723,0.84924,1
19.65118556,0.84924,1
19.6531767,0.849216,1
19.653177,0.849216,1
19.65318472,0.849216,1
19.65318532,0.849216,1
19.65326643,0.849215,1
19.65449279,0.8492,1
19.65521732,0.849191,1
19.65522469,0.849191,1
19.65522595,0.849191,1
19.65524512,0.849191,1
19.65725669,0.849167,1
19.65725684,0.849167,1
19.6572647,0.849167,1
19.657265,0.849167,1
19.65730556,0.849166,1
19.65791873,0.849159,1
19.659297,0.849142,1
19.6593018,0.849142,1
19.65930532,0.849142,1
19.6593149,0.849142,1
19.66061279,0.849126,1
19.66133676,0.849117,1
19.66134469,0.849117,1
19.66134484,0.849117,1
19.66136512,0.849117,1
19.66167171,0.849113,1
19.66337684,0.849093,1
19.66337924,0.849093,1
19.663385,0.849093,1
19.66338979,0.849093,1
19.66403873,0.849085,1
19.66541672,0.849068,1
19.6654218,0.849068,1
19.66542476,0.849068,1
19.6654349,0.849068,1
19.66558819,0.849066,1
19.66745676,0.849044,1
19.66745796,0.849044,1
19.66746484,0.849043,1
19.66746723,0.849043,1
19.66779171,0.84904,1
19.6694967,0.849019,1
19.66949924,0.849019,1
19.66950472,0.849019,1
19.66950979,0.849019,1
19.66958643,0.849018,1
19.67153672,0.848994,1
19.67153732,0.848994,1
19.67154476,0.848994,1
19.67154595,0.848994,1
19.67170819,0.848992,1
19.67357669,0.84897,1
19.67357796,0.84897,1
19.6735847,0.84897,1
19.67358723,0.84897,1
19.67362556,0.848969,1
19.6756167,0.848945,1
19.675617,0.848945,1
19.67562472,0.848945,1
19.67562532,0.848945,1
19.67570643,0.848944,1
19.67693279,0.848929,1
19.67765732,0.848921,1
19.67766469,0.84892,1
19.67766595,0.84892,1
19.67768512,0.84892,1
19.67969669,0.848896,1
19.67969684,0.848896,1
19.6797047,0.848896,1
19.679705,0.848896,1
19.67974556,0.848895,1
19.68035873,0.848888,1
19.681737,0.848871,1
19.6817418,0.848871,1
19.68174532,0.848871,1
19.6817549,0.848871,1
19.68305279,0.848856,1
19.68377676,0.848847,1
19.68378469,0.848847,1
19.68378484,0.848847,1
19.68380512,0.848846,1
19.68411171,0.848843,1
19.68581684,0.848822,1
19.68581924,0.848822,1
19.685825,0.848822,1
19.68582979,0.848822,1
19.68647873,0.848814,1
19.68785672,0.848798,1
19.6878618,0.848798,1
19.68786476,0.848798,1
19.6878749,0.848797,1
19.68802819,0.848796,1
19.68989676,0.848773,1
19.68989796,0.848773,1
19.68990484,0.848773,1
19.68990723,0.848773,1
19.69023171,0.848769,1
19.6919367,0.848749,1
19.69193924,0.848748,1
19.69194472,0.848748,1
19.69194979,0.848748,1
19.69202643,0.848747,1
19.69397672,0.848724,1
19.69397732,0.848724,1
19.69398476,0.848724,1
19.69398595,0.848724,1
19.69414819,0.848722,1
19.69601669,0.848699,1
19.69601796,0.848699,1
19.6960247,0.848699,1
19.69602723,0.848699,1
19.69606556,0.848699,1
19.6980567,0.848675,1
19.698057,0.848675,1
19.69806472,0.848675,1
19.69806532,0.848675,1
19.69814643,0.848674,1
19.69937279,0.848659,1
19.70009732,0.84865,1
19.70010469,0.84865,1
19.70010595,0.84865,1
19.70012512,0.84865,1
19.70213669,0.848626,1
19.70213684,0.848626,1
19.7021447,0.848626,1
19.702145,0.848626,1
19.70218556,0.848625,1
19.70279873,0.848618,1
19.704177,0.848601,1
19.7041818,0.848601,1
19.70418532,0.848601,1
19.7041949,0.848601,1
19.70549279,0.848586,1
19.70621676,0.848577,1
19.70622469,0.848577,1
19.70622484,0.848577,1
19.70624512,0.848576,1
19.70655171,0.848573,1
19.70825684,0.848552,1
19.70825924,0.848552,1
19.708265,0.848552,1
19.70826979,0.848552,1
19.70891873,0.848544,1
19.71029672,0.848528,1
19.7103018,0.848528,1
19.71030476,0.848528,1
19.7103149,0.848527,1
19.71046819,0.848526,1
19.71233676,0.848503,1
19.71233796,0.848503,1
19.71234484,0.848503,1
19.71234723,0.848503,1
19.71267171,0.848499,1
19.7143767,0.848479,1
19.71437924,0.848479,1
19.71438472,0.848478,1
19.71438979,0.848478,1
19.71446643,0.848477,1
19.71641672,0.848454,1
19.71641732,0.848454,1
19.71642476,0.848454,1
19.71642595,0.848454,1
19.71658819,0.848452,1
19.71845669,0.84843,1
19.71845796,0.848429,1
19.7184647,0.848429,1
19.71846723,0.848429,1
19.71850556,0.848429,1
19.7204967,0.848405,1
19.720497,0.848405,1
19.72050472,0.848405,1
19.72050532,0.848405,1
19.72058643,0.848404,1
19.72181279,0.848389,1
19.72253732,0.84838,1
19.72254469,0.84838,1
19.72254595,0.84838,1
19.72256512,0.84838,1
19.72457669,0.848356,1
19.72457684,0.848356,1
19.7245847,0.848356,1
19.724585,0.848356,1
19.72462556,0.848355,1
19.72523873,0.848348,1
19.726617,0.848331,1
19.7266218,0.848331,1
19.72662532,0.848331,1
19.7266349,0.848331,1
19.72793279,0.848316,1
19.72865676,0.848307,1
19.72866469,0.848307,1
19.72866484,0.848307,1
19.72868512,0.848307,1
19.72899171,0.848303,1
19.73069684,0.848282,1
19.73069924,0.848282,1
19.730705,0.848282,1
19.73070979,0.848282,1
19.73135873,0.848275,1
19.73273672,0.848258,1
19.7327418,0.848258,1
19.73274476,0.848258,1
19.7327549,0.848258,1
19.73290819,0.848256,1
19.73477676,0.848234,1
19.73477796,0.848234,1
19.73478484,0.848233,1
19.73478723,0.848233,1
19.73511171,0.84823,1
19.7368167,0.848209,1
19.73681924,0.848209,1
19.73682472,0.848209,1
19.73682979,0.848209,1
19.73690643,0.848208,1
19.73885672,0.848185,1
19.73885732,0.848185,1
19.73886476,0.848184,1
19.73886595,0.848184,1
19.73902819,0.848183,1
19.74089669,0.84816,1
19.74089796,0.84816,1
19.7409047,0.84816,1
19.74090723,0.84816,1
19.74094556,0.84816,1
19.7429367,0.848136,1
19.742937,0.848136,1
19.74294472,0.848136,1
19.74294532,0.848136,1
19.74302643,0.848135,1
19.74425279,0.84812,1
19.74497732,0.848111,1
19.74498469,0.848111,1
19.74498595,0.848111,1
19.74500512,0.848111,1
19.74701669,0.848087,1
19.74701684,0.848087,1
19.7470247,0.848087,1
19.747025,0.848087,1
19.74706556,0.848086,1
19.74767873,0.848079,1
19.749057,0.848062,1
19.7490618,0.848062,1
19.74906532,0.848062,1
19.7490749,0.848062,1
19.75037279,0.848047,1
19.75109676,0.848038,1
19.75110469,0.848038,1
19.75110484,0.848038,1
19.75112512,0.848037,1
19.75143171,0.848034,1
19.75313684,0.848013,1
19.75313924,0.848013,1
19.753145,0.848013,1
19.75314979,0.848013,1
19.75379873,0.848006,1
19.75517672,0.847989,1
19.7551818,0.847989,1
19.75518476,0.847989,1
19.7551949,0.847989,1
19.75534819,0.847987,1
19.75721676,0.847964,1
19.75721796,0.847964,1
19.75722484,0.847964,1
19.75722723,0.847964,1
19.75755171,0.847961,1
19.7592567,0.84794,1
19.75925924,0.84794,1
19.75926472,0.84794,1
19.75926979,0.84794,1
19.75934643,0.847939,1
19.76129672,0.847916,1
19.76129732,0.847916,1
19.76130476,0.847915,1
19.76130595,0.847915,1
19.76146819,0.847914,1
19.76333669,0.847891,1
19.76333796,0.847891,1
19.7633447,0.847891,1
19.76334723,0.847891,1
19.76338556,0.847891,1
19.7653767,0.847867,1
19.765377,0.847867,1
19.76538472,0.847867,1
19.76538532,0.847867,1
19.76546643,0.847866,1
19.76669279,0.847851,1
19.76741732,0.847842,1
19.76742469,0.847842,1
19.76742595,0.847842,1
19.76744512,0.847842,1
19.76945669,0.847818,1
19.76945684,0.847818,1
19.7694647,0.847818,1
19.769465,0.847818,1
19.76950556,0.847817,1
19.77011873,0.84781,1
19.771497,0.847793,1
19.7715018,0.847793,1
19.77150532,0.847793,1
19.7715149,0.847793,1
19.77281279,0.847778,1
19.77353676,0.847769,1
19.77354469,0.847769,1
19.77354484,0.847769,1
19.77356512,0.847769,1
19.77387171,0.847765,1
19.77557684,0.847745,1
19.77557924,0.847745,1
19.775585,0.847744,1
19.77558979,0.847744,1
19.77623873,0.847737,1
19.77761672,0.84772,1
19.7776218,0.84772,1
19.77762476,0.84772,1
19.7776349,0.84772,1
19.77778819,0.847718,1
19.77965676,0.847696,1
19.77965796,0.847696,1
19.77966484,0.847696,1
19.77966723,0.847696,1
19.77999171,0.847692,1
19.7816967,0.847671,1
19.78169924,0.847671,1
19.78170472,0.847671,1
19.78170979,0.847671,1
19.78178643,0.84767,1
19.78373672,0.847647,1
19.78373732,0.847647,1
19.78374476,0.847647,1
19.78374595,0.847647,1
19.78390819,0.847645,1
19.78577669,0.847623,1
19.78577796,0.847623,1
19.7857847,0.847622,1
19.78578723,0.847622,1
19.78582556,0.847622,1
19.7878167,0.847598,1
19.787817,0.847598,1
19.78782472,0.847598,1
19.78782532,0.847598,1
19.78790643,0.847597,1
19.78913279,0.847582,1
19.78985732,0.847574,1
19.78986469,0.847574,1
19.78986595,0.847574,1
19.78988512,0.847573,1
19.79189669,0.847549,1
19.79189684,0.847549,1
19.7919047,0.847549,1
19.791905,0.847549,1
19.79194556,0.847549,1
19.79255873,0.847542,1
19.793937,0.847525,1
19.7939418,0.847525,1
19.79394532,0.847525,1
19.7939549,0.847525,1
19.79525279,0.84751,1
19.79597676,0.847501,1
19.79598469,0.847501,1
19.79598484,0.847501,1
19.79600512,0.8475,1
19.79631171,0.847497,1
19.79801684,0.847476,1
19.79801924,0.847476,1
19.798025,0.847476,1
19.79802979,0.847476,1
19.79867873,0.847469,1
19.80005672,0.847452,1
19.8000618,0.847452,1
19.80006476,0.847452,1
19.8000749,0.847452,1
19.80022819,0.84745,1
19.80209676,0.847428,1
19.80209796,0.847428,1
19.80210484,0.847427,1
19.80210723,0.847427,1
19.80243171,0.847424,1
19.8041367,0.847403,1
19.80413924,0.847403,1
19.80414472,0.847403,1
19.80414979,0.847403,1
19.80422643,0.847402,1
19.80617672,0.847379,1
19.80617732,0.847379,1
19.80618476,0.847379,1
19.80618595,0.847379,1
19.80634819,0.847377,1
19.80821669,0.847354,1
19.80821796,0.847354,1
19.8082247,0.847354,1
19.80822723,0.847354,1
19.80826556,0.847354,1
19.8102567,0.84733,1
19.810257,0.84733,1
19.81026472,0.84733,1
19.81026532,0.84733,1
19.81034643,0.847329,1
19.81157279,0.847314,1
19.81229732,0.847306,1
19.81230469,0.847306,1
19.81230595,0.847306,1
19.81232512,0.847305,1
19.81433669,0.847281,1
19.81433684,0.847281,1
19.8143447,0.847281,1
19.814345,0.847281,1
19.81438556,0.847281,1
19.81499873,0.847274,1
19.816377,0.847257,1
19.8163818,0.847257,1
19.81638532,0.847257,1
19.8163949,0.847257,1
19.81769279,0.847242,1
19.81841676,0.847233,1
19.81842469,0.847233,1
19.81842484,0.847233,1
19.81844512,0.847232,1
19.81875171,0.847229,1
19.82045684,0.847208,1
19.82045924,0.847208,1
19.820465,0.847208,1
19.82046979,0.847208,1
19.82111873,0.847201,1
19.82249672,0.847184,1
